"Number","Question","Answer1","Answer2","DOI","Year","Author","Comments"
4,"Do they model an observation process for fecundity?",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
5,"Was uncertainty reported?",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
7,"Was lambda estimated from matrix? If yes what conclusion",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
9,"Pre or post breeding census",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
10,"Life cycle correctly estimated?",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
11,"What is error if one found?",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
12,"What metric used for fecundity?",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
13,"Sample size",NA,NA,"10.1007/s10980-013-9896-7",2013,"Hovick",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras","popbio R"
2,"Organism","Diadematoida","long-spined sea urchin","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
3,"Do they model an observation process for survival?","no","quadratic programming routine","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
4,"Do they model an observation process for fecundity?","no","direction calculation: number of small sea urchins per area","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
5,"Was uncertainty reported?","yes","± for recruitment, assume sd but does not say bootstrapped lambda","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras","TYPE NOT REPORTED"
6,"If reported, was the uncertainty complete for all parameters?","no","survival","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","all four populations we below 1 (0.918-0.964)","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","large-sized diadema can contribute most to changes in population growth rate at all sites","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
9,"Pre or post breeding census","not reported","maybe pre as have recruits","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
10,"Life cycle correctly estimated?","can't tell","think so","10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
11,"What is error if one found?",NA,NA,"10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
12,"What metric used for fecundity?","recruitment",NA,"10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
13,"Sample size","not reported",NA,"10.1016/j.ecss.2015.06.021",2015,"Rodriguez-Barreras",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1002/jwmg.582",2013,"Reynolds",NA
2,"Organism","bird","Anas laysanensis","10.1002/jwmg.582",2013,"Reynolds",NA
3,"Do they model an observation process for survival?","yes","Barker model in Program MARK juvenile but adult from literature","10.1002/jwmg.582",2013,"Reynolds","program MARK"
4,"Do they model an observation process for fecundity?","no","direct calculation","10.1002/jwmg.582",2013,"Reynolds",NA
5,"Was uncertainty reported?","yes","standard deviations and standard errors","10.1002/jwmg.582",2013,"Reynolds",NA
6,"If reported, was the uncertainty complete for all parameters?","no","some survival","10.1002/jwmg.582",2013,"Reynolds",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","1.18 for source and 3.28 for reintroduced populations","10.1002/jwmg.582",2013,"Reynolds",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.1002/jwmg.582",2013,"Reynolds",NA
9,"Pre or post breeding census","not reported","can’t tell","10.1002/jwmg.582",2013,"Reynolds",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.1002/jwmg.582",2013,"Reynolds",NA
11,"What is error if one found?",NA,NA,"10.1002/jwmg.582",2013,"Reynolds",NA
12,"What metric used for fecundity?","number of ducklings per female that survived to independence",NA,"10.1002/jwmg.582",2013,"Reynolds",NA
13,"Sample size","579","total breeding females from 1998-2010 on Laysan Island","10.1002/jwmg.582",2013,"Reynolds",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
2,"Organism","mammal","black bear","10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
3,"Do they model an observation process for survival?","can't tell","from literature and tweaked into scenarios","10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
4,"Do they model an observation process for fecundity?","can't tell","from literature and tweaked into scenarios","10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
5,"Was uncertainty reported?","no","mentioned but not reported have standard deviations but they are chosen and fixed not representing uncertainty","10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
7,"Was lambda estimated from matrix? If yes what conclusion","no",NA,"10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","adult breeding female survival had highest importance in good food years","10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
9,"Pre or post breeding census","post",NA,"10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
11,"What is error if one found?",NA,NA,"10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
12,"What metric used for fecundity?","average number of female cubs per litter","includes survival of adult and transition to breeding","10.1016/j.ecolmodel.2014.08.021",2014,"Lewis",NA
13,"Sample size",NA,NA,"10.1016/j.ecolmodel.2014.08.021",2014,"Lewis","no sample sizes"
1,"Is there an MPM in original paper?","yes","database data","10.1086/657443",2011,"Morris","looked at covariance between vital rates"
2,"Organism","mammal","primates","10.1086/657443",2011,"Morris",NA
3,"Do they model an observation process for survival?","no","binomial GLMM","10.1086/657443",2011,"Morris","did account for it but not reported!"
4,"Do they model an observation process for fecundity?","no","binomial GLMM","10.1086/657443",2011,"Morris",NA
5,"Was uncertainty reported?","accounted not reported","variance of the process - something we are interested in - uncertainty due to sampling is accounted for and removed but not reported","10.1086/657443",2011,"Morris",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1086/657443",2011,"Morris",NA
7,"Was lambda estimated from matrix? If yes what conclusion","no","stochastic only","10.1086/657443",2011,"Morris",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","most sensitive to adult survival","10.1086/657443",2011,"Morris",NA
9,"Pre or post breeding census","not reported","guess: pre","10.1086/657443",2011,"Morris",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.1086/657443",2011,"Morris",NA
11,"What is error if one found?",NA,NA,"10.1086/657443",2011,"Morris",NA
12,"What metric used for fecundity?","mean daughters in given year",NA,"10.1086/657443",2011,"Morris",NA
13,"Sample size","not reported",NA,"10.1086/657443",2011,"Morris","no sample size"
1,"Is there an MPM in original paper?","yes","semi-natural","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
2,"Organism","mammal","rhesus macaque","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
3,"Do they model an observation process for survival?",NA,"direct calculation: 1- number exited by death over number alive at start of period","10.1002/ajp.22177",2013,"Hernandez-Pacheco","don't think it needs observation model"
4,"Do they model an observation process for fecundity?",NA,"direct calculation: number of newborns at t divided by number of live females of age x","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
5,"Was uncertainty reported?","yes","uncertainty in variance of vital rates","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
6,"If reported, was the uncertainty complete for all parameters?","no","survival reproduction","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","not reported alone only as comparisons","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","LTRE: survival and fertility of sexually active individuals contributed most to long term fitness","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
9,"Pre or post breeding census","post",NA,"10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
10,"Life cycle correctly estimated?","no",NA,"10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
11,"What is error if one found?","no survival in fecundity",NA,"10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
12,"What metric used for fecundity?","number of female newborns to female adults",NA,"10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
13,"Sample size","2796","female monkeys","10.1002/ajp.22177",2013,"Hernandez-Pacheco",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1002/ajp.22323",2015,"Kessler","popbio and pgirmess"
2,"Organism","mammal","rhesus macaque","10.1002/ajp.22323",2015,"Kessler",NA
3,"Do they model an observation process for survival?",NA,"direct calculation: 1- number exited by death over number alive at start of period","10.1002/ajp.22323",2015,"Kessler","as above, not sure observation process needed"
4,"Do they model an observation process for fecundity?",NA,"direct calculation: number of newborns at t divided by number of live females of age x","10.1002/ajp.22323",2015,"Kessler",NA
5,"Was uncertainty reported?","yes","bootstrapped raw data for lambda","10.1002/ajp.22323",2015,"Kessler",NA
6,"If reported, was the uncertainty complete for all parameters?","no","survival reproduction","10.1002/ajp.22323",2015,"Kessler",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","pre-TTI 1.128 (1.062-1.165), post TTI 1.134 (1.094-1.179)","10.1002/ajp.22323",2015,"Kessler",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","LTRE: most influential are survival and fertility of adults and young adults","10.1002/ajp.22323",2015,"Kessler",NA
9,"Pre or post breeding census","post",NA,"10.1002/ajp.22323",2015,"Kessler",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.1002/ajp.22323",2015,"Kessler",NA
11,"What is error if one found?",NA,NA,"10.1002/ajp.22323",2015,"Kessler",NA
12,"What metric used for fecundity?","number of female newborns to female adults",NA,"10.1002/ajp.22323",2015,"Kessler",NA
13,"Sample size","4278","all monkeys in study (both sexes)","10.1002/ajp.22323",2015,"Kessler",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1002/ajp.22375",2016,"Hernandez-Pacheco","popbio"
2,"Organism","mammal","rhesus macaque","10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
3,"Do they model an observation process for survival?",NA,"direct calculation: 1- number exited by death over number alive at start of period","10.1002/ajp.22375",2016,"Hernandez-Pacheco","as above, not sure observation process needed"
4,"Do they model an observation process for fecundity?",NA,"direct calculation: number of newborns at t divided by number of live females of age x as a linear function of number of mature females in pop","10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
5,"Was uncertainty reported?","no","no sampling variation as have whole population","10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","1.12","10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survival of female adults most influential","10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
9,"Pre or post breeding census","post",NA,"10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
10,"Life cycle correctly estimated?","maybe",NA,"10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
11,"What is error if one found?","still think survival missing from fecundity",NA,"10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
12,"What metric used for fecundity?","adult female contribution to male and female infants",NA,"10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
13,"Sample size","4140","total monkeys, 2046 male, 2094 female","10.1002/ajp.22375",2016,"Hernandez-Pacheco",NA
1,"Is there an MPM in original paper?","yes","part of bigger model to look at red list criteria","10.1111/cobi.12234",2013,"Keith","RAMAS"
2,"Organism","anura","Assa darlingtoni","10.1111/cobi.12234",2013,"Keith",NA
3,"Do they model an observation process for survival?","no","from literature","10.1111/cobi.12234",2013,"Keith",NA
4,"Do they model an observation process for fecundity?","no","from literature","10.1111/cobi.12234",2013,"Keith",NA
5,"Was uncertainty reported?","yes","mention some as part of the bigger model but only see it for listing criteria not any lower levels","10.1111/cobi.12234",2013,"Keith",NA
6,"If reported, was the uncertainty complete for all parameters?","no","survival reproduction","10.1111/cobi.12234",2013,"Keith",NA
7,"Was lambda estimated from matrix? If yes what conclusion","no",NA,"10.1111/cobi.12234",2013,"Keith",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.1111/cobi.12234",2013,"Keith",NA
9,"Pre or post breeding census","not reported","guess: post","10.1111/cobi.12234",2013,"Keith",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.1111/cobi.12234",2013,"Keith",NA
11,"What is error if one found?",NA,NA,"10.1111/cobi.12234",2013,"Keith",NA
12,"What metric used for fecundity?","not reported",NA,"10.1111/cobi.12234",2013,"Keith",NA
13,"Sample size",NA,"from literature","10.1111/cobi.12234",2013,"Keith",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1111/cobi.12429",2014,"Ryberg",NA
2,"Organism","reptile","Sceloporus arenicolus","10.1111/cobi.12429",2014,"Ryberg",NA
3,"Do they model an observation process for survival?","no","direct calculation: adult = montly estimate, juvenile survival direct estimation for lambda = 1","10.1111/cobi.12429",2014,"Ryberg",NA
4,"Do they model an observation process for fecundity?","no","direct calculation: mean number of eggs per female","10.1111/cobi.12429",2014,"Ryberg",NA
5,"Was uncertainty reported?","no",NA,"10.1111/cobi.12429",2014,"Ryberg",NA
