Vital rate,Matrix position,Estimate,Uncertainty1,Uncertainty2,Uncertainty type,Method of estimation,Propagated to final matrix?,Sample size,Which model,DOI,Year,Author,Comments,
large to large,"3,3",0.955,NA,NA,NA,quadratic programming routine,NA,not reported,MLN,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,,
lambda,NA,0.955,0.941,0.967,confidence interval,bootstrapped: method not given,,not reported,MLN,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,,
recruitment,NA,0.17,0.101,NA,not reported: maybe standard deviation,direct calculation: number per year per area,can't tell,not reported,CGD,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,,
recruitment,NA,0.05,0.022,NA,not reported: maybe standard deviation,direct calculation: number per year per area,can't tell,not reported,LQY,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,,
recruitment,NA,0.11,0.041,NA,not reported: maybe standard deviation,direct calculation: number per year per area,can't tell,not reported,TMD,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,,
recruitment,NA,0.07,0.04,NA,not reported: maybe standard deviation,direct calculation: number per year per area,can't tell,not reported,MLN,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,,
fecundity juvenile,"1,1",0,NA,NA,NA,direct calculation,no,0,Laysan Island,10.1002/jwmg.582,2013,Reynolds,,
fecundity adult,"1,2",0.4,0.17,NA,standard deviation,direct calculation,no,579,Laysan Island,10.1002/jwmg.582,2013,Reynolds,,
survival juvenile,"2,1",0.82,0.049,NA,standard error,Barker model in program MARK,no,98,Laysan Island,10.1002/jwmg.582,2013,Reynolds,program MARK,
survival adult,"2,2",0.88,NA,NA,NA,from literature,NA,NA,Laysan Island,10.1002/jwmg.582,2013,Reynolds,,
fecundity juvenile,"1,1",2.3,2.41,NA,standard deviation,direct calculation,no,can't tell,Midway Atoll,10.1002/jwmg.582,2013,Reynolds,,
fecundity adult,"1,2",2.85,3.1,NA,standard deviation,direct calculation,no,can't tell,Midway Atoll,10.1002/jwmg.582,2013,Reynolds,,
survival juvenile,"2,1",0.82,NA,NA,NA,from literature,NA,NA,Midway Atoll,10.1002/jwmg.582,2013,Reynolds,,
survival adult,"2,2",0.92,NA,NA,NA,from literature,NA,NA,Midway Atoll,10.1002/jwmg.582,2013,Reynolds,,
lambda,NA,1.18,NA,NA,NA,NA,NA,NA,Laysan Island,10.1002/jwmg.582,2013,Reynolds,,
lambda,NA,3.26,NA,NA,NA,NA,NA,NA,Midway Atoll,10.1002/jwmg.582,2013,Reynolds,,
fecundity YA,"1,4",0.22,0.007,NA,variance,direct calculation,yes,485,1973-1984,10.1002/ajp.22177,2013,Hernandez-Pacheco,only propagated to LTRE,
fecundity A,"1,5",0.346,0.003,NA,variance,direct calculation,yes,2164,1973-1984,10.1002/ajp.22177,2013,Hernandez-Pacheco,variance includes sampling variation,
survival infant,"2,1",0.881,0.002,NA,variance,direct calculation,yes,805,1973-1984,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival yearling,"3,2",0.962,0.005,NA,variance,direct calculation,yes,663,1973-1984,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival juvenile,"4,3",0.979,0.001,NA,variance,direct calculation,yes,571,1973-1984,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival YA,"5,4",0.951,0.005,NA,variance,direct calculation,yes,485,1973-1984,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival A,"5,5",0.947,0.001,NA,variance,direct calculation,yes,2164,1973-1984,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
fecundity YA,"1,4",0.114,0.004,NA,variance,direct calculation,yes,766,1985-2000,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
fecundity A,"1,5",0.373,0.001,NA,variance,direct calculation,yes,4458,1985-2000,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival infant,"2,1",0.884,0.008,NA,variance,direct calculation,yes,1661,1985-2000,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival yearling,"3,2",0.953,0.009,NA,variance,direct calculation,yes,1252,1985-2000,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival juvenile,"4,3",0.975,0.006,NA,variance,direct calculation,yes,1022,1985-2000,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival YA,"5,4",0.97,0.02,NA,variance,direct calculation,yes,766,1985-2000,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
survival A,"5,5",0.968,0,NA,variance,direct calculation,yes,4458,1985-2000,10.1002/ajp.22177,2013,Hernandez-Pacheco,,
fecundity YA,"1,4",0.19,NA,NA,NA,direct calculation,NA,427,1973-1984,10.1002/ajp.22323,2015,Kessler,,
fecundity A,"1,5",0.344,NA,NA,NA,direct calculation,NA,2016,1973-1984,10.1002/ajp.22323,2015,Kessler,,
survival infant,"2,1",0.875,NA,NA,NA,direct calculation,NA,762,1973-1984,10.1002/ajp.22323,2015,Kessler,,
survival yearling,"3,2",0.957,NA,NA,NA,direct calculation,NA,604,1973-1984,10.1002/ajp.22323,2015,Kessler,,
survival juvenile,"4,3",0.983,NA,NA,NA,direct calculation,NA,518,1973-1984,10.1002/ajp.22323,2015,Kessler,,
survival YA,"5,4",0.939,NA,NA,NA,direct calculation,NA,427,1973-1984,10.1002/ajp.22323,2015,Kessler,,
survival A,"5,5",0.945,NA,NA,NA,direct calculation,NA,2016,1973-1984,10.1002/ajp.22323,2015,Kessler,,
fecundity YA,"1,4",0.067,NA,NA,NA,direct calculation,NA,667,1985-1996,10.1002/ajp.22323,2015,Kessler,,
fecundity A,"1,5",0.331,NA,NA,NA,direct calculation,NA,3388,1985-1996,10.1002/ajp.22323,2015,Kessler,,
survival infant,"2,1",0.877,NA,NA,NA,direct calculation,NA,1139,1985-1996,10.1002/ajp.22323,2015,Kessler,,
survival yearling,"3,2",0.956,NA,NA,NA,direct calculation,NA,962,1985-1996,10.1002/ajp.22323,2015,Kessler,,
survival juvenile,"4,3",0.973,NA,NA,NA,direct calculation,NA,771,1985-1996,10.1002/ajp.22323,2015,Kessler,,
survival YA,"5,4",0.976,NA,NA,NA,direct calculation,NA,667,1985-1996,10.1002/ajp.22323,2015,Kessler,,
survival A,"5,5",0.969,NA,NA,NA,direct calculation,NA,3388,1985-1996,10.1002/ajp.22323,2015,Kessler,not clear,
lambda,NA,NA,1.109,1.131,confidence interval,bootstrap of raw data,NA,NA,1973-1984,10.1002/ajp.22323,2015,Kessler,not clear,
lambda,NA,NA,1.115,1.13,confidence interval,bootstrap of raw data,NA,NA,1985-1996,10.1002/ajp.22323,2015,Kessler,,
lambda,NA,0.965,0.022,NA,standard error,Monte Carlo simulation,NA,NA,NA,10.1002/ece3.984,2014,Gruebler,,
annual reproductive output,"1,2",3.06,0.03,NA,standard error,direct calculation: mean,yes,can't tell,NA,10.1002/ece3.984,2014,Gruebler,,
annual survival adult,"2,2",0.475,0.02,NA,standard error,from literature,yes,can't tell,NA,10.1002/ece3.984,2014,Gruebler,,
annual juvenile survival,"2,1",0.16,0.01,NA,standard error,CJS model and estimated from other parameters,yes,max 560,NA,10.1002/ece3.984,2014,Gruebler,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2001-2002,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2003-2004,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2004-2005,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2005-2006,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2006-2007,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2007-2008,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
lambda,NA,can’t find it,can’t find it,can’t find it,confidence interval,bootstrap,NA,NA,2008-2009,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
small survival,"1,1",0.909,NA,NA,NA,NA,NA,66,2001-2002,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
medium retrogression to small,"1,2",0.329,NA,NA,NA,NA,NA,73,2001-2002,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
small to medium,"2,1",0.03,NA,NA,NA,NA,NA,66,2001-2002,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
medium survival,"2,2",0.671,NA,NA,NA,NA,NA,73,2001-2002,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
large retrogression to medium,"2,3",0.353,NA,NA,NA,NA,NA,17,2001-2002,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
large survival,"3,3",0.647,NA,NA,NA,NA,NA,17,2001-2002,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
small survival,"1,1",0.914,NA,NA,NA,NA,NA,81,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
medium retrogression to small,"1,2",0.111,NA,NA,NA,NA,NA,54,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
large retrogression to small,"1,3",0.091,NA,NA,NA,NA,NA,11,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
small to medium,"2,1",0.086,NA,NA,NA,NA,NA,81,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
medium survival,"2,2",0.852,NA,NA,NA,NA,NA,54,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
large retrogression to medium,"2,3",0.273,NA,NA,NA,NA,NA,11,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
medium to large,"3,2",0.074,NA,NA,NA,NA,NA,54,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
large survival,"3,3",0.636,NA,NA,NA,NA,NA,11,2002-2003,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,,
fecundity male,"1,4",1.654,0.23,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
fecundity female,"1,8",4.657,0.23,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,Good example of uncertainty changing conclusions,
survival neonate male,"2,1",0.438,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival neonate female,"5,1",0.438,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile male,"2,2",0.744,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile female,"5,5",0.879,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth juvenile male,"3,2",0.132,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth juvenile female,"6,5",0.024,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis sub adult male,"3,3",0.798,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis sub adult female,"6,6",0.476,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth sub adult male,"4,3",0.084,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and pregnancy sub adult female,"7,6",0.433,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to parturient female,"8,7",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to pregnant female,"7,9",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to resting female,"9,8",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival male adult,"4,4",0.872,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
fecundity male,"1,4",1.585,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
fecundity female,"1,8",4.656,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival neonate male,"2,1",0.427,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival neonate female,"5,1",0.427,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile male,"2,2",0.698,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile female,"5,5",0.775,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth juvenile male,"3,2",0.095,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth juvenile female,"6,5",0.004,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis sub adult male,"3,3",0.682,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis sub adult female,"6,6",0.475,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth sub adult male,"4,3",0.029,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and pregnancy sub adult female,"7,6",0.431,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to parturient female,"8,7",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to pregnant female,"7,9",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to resting female,"9,8",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival male adult,"4,4",0.841,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 3 year,10.1093/icesjms/fsu056,2014,Tsai,,
fecundity male,"1,4",2.482,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
fecundity female,"1,8",4.657,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival neonate male,"2,1",0.438,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival neonate female,"5,1",0.438,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile male,"2,2",0.744,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile female,"5,5",0.879,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth juvenile male,"3,2",0.132,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth juvenile female,"6,5",0.024,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis sub adult male,"3,3",0.798,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis sub adult female,"6,6",0.476,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth sub adult male,"4,3",0.084,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and pregnancy sub adult female,"7,6",0.433,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to parturient female,"7,8",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival to pregnant female,"8,7",0.912,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival male adult,"4,4",0.872,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,unfished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
fecundity male,"1,4",2.378,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
fecundity female,"1,8",4.656,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival neonate male,"2,1",0.427,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival neonate female,"5,1",0.427,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile male,"2,2",0.698,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
stasis juvenile female,"5,5",0.775,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
survival and growth juvenile male,"3,2",0.095,not reported,NA,standard deviation,monte carlo simulation - log normal,yes,can't tell,fished 2 year,10.1093/icesjms/fsu056,2014,Tsai,,
